Order_ID,Order_Date,Customer_Location,Latitude,Longitude,Product_Category,Quantity,Unit_Price,Vendor_Name,Shipping_Mode,Shipping_Cost,Actual_Shipping_Days,Planned_Lead_Time,Delivery_Status,Risk_Score
CS-2024-0481,2024-02-07,Jayapura,-2.533,140.7181,Medical Supplies,17,11915566,PT Jaya Nusantara Logistik,Air,585000,15,15,On Time,11
CS-2024-0482,2024-06-22,Jakarta,-6.2088,106.8456,Automotive,29,47778506,PT Samudera Logistik Nusantara,Truck,295000,3,3,On Time,1
CS-2024-0483,2024-03-21,Makassar,-5.1476,119.4327,Industrial Parts,1,7295296,CV Bahari Persada,Air,505000,5,5,On Time,3
CS-2024-0484,2024-10-03,Medan,3.5952,98.6722,Medical Supplies,16,44831974,CV Bahari Persada,Truck,230000,5,5,On Time,1
CS-2024-0485,2024-10-19,Banjarmasin,-3.3194,114.5908,Automotive,49,10807246,PT Samudera Logistik Nusantara,Truck,395000,15,4,Late,86
CS-2024-0486,2024-05-30,Medan,3.5952,98.6722,Automotive,13,13899949,PT Samudera Logistik Nusantara,Air,565000,5,5,On Time,0
CS-2024-0487,2024-02-11,Surabaya,-7.2575,112.7521,Automotive,33,8251672,CV Bahari Persada,Truck,315000,2,2,On Time,5
CS-2024-0488,2024-05-15,Makassar,-5.1476,119.4327,Industrial Parts,127,43574923,CV Persada Cargo,Truck,785000,10,5,Late,60
CS-2024-0489,2024-04-05,Denpasar,-8.6705,115.2126,Automotive,36,3494191,CV Bahari Persada,Truck,330000,7,7,On Time,0
CS-2024-0490,2024-10-15,Banjarmasin,-3.3194,114.5908,Industrial Parts,40,10642207,CV Samudera Jaya,Sea,300000,4,4,On Time,0
CS-2024-0491,2024-10-04,Makassar,-5.1476,119.4327,Automotive,45,40075871,PT Khatulistiwa Trans Express,Sea,325000,4,4,On Time,3
CS-2024-0492,2024-08-02,Jayapura,-2.533,140.7181,Automotive,52,38934205,PT Khatulistiwa Trans Express,Truck,410000,12,12,On Time,10
CS-2024-0493,2024-09-14,Jakarta,-6.2088,106.8456,Consumer Goods,24,8571979,CV Samudera Jaya,Truck,270000,1,1,On Time,0
CS-2024-0494,2024-04-18,Jayapura,-2.533,140.7181,Consumer Goods,17,8968199,PT Samudera Logistik Nusantara,Truck,235000,10,10,On Time,16
CS-2024-0495,2024-04-13,Jakarta,-6.2088,106.8456,Consumer Goods,36,40432972,CV Bahari Persada,Truck,330000,3,3,On Time,0
CS-2024-0496,2024-02-14,Bandung,-6.9175,107.6191,Automotive,36,37836969,PT Jaya Nusantara Logistik,Sea,280000,2,2,On Time,3
CS-2024-0497,2024-08-22,Jakarta,-6.2088,106.8456,Industrial Parts,133,47503861,CV Persada Cargo,Sea,765000,5,3,Late,61
CS-2024-0498,2024-03-17,Morotai,2.3271,128.49,Consumer Goods,7,38523474,CV Bahari Persada,Sea,135000,14,14,On Time,11
CS-2024-0499,2024-02-24,Makassar,-5.1476,119.4327,Industrial Parts,41,19699366,CV Samudera Jaya,Sea,305000,6,6,On Time,0
CS-2024-0500,2024-07-15,Bandung,-6.9175,107.6191,Automotive,102,38887829,CV Persada Cargo,Truck,660000,5,1,Late,61
CS-2024-0501,2024-03-14,Jayapura,-2.533,140.7181,Automotive,33,3102651,PT Jaya Nusantara Logistik,Truck,315000,15,15,On Time,17
CS-2024-0502,2024-05-17,Bandung,-6.9175,107.6191,Medical Supplies,23,1857806,CV Bahari Persada,Truck,265000,2,2,On Time,2
CS-2024-0503,2024-12-22,Palembang,-2.9761,104.7754,Industrial Parts,48,15797963,PT Khatulistiwa Trans Express,Truck,390000,10,7,Late,39
CS-2024-0504,2024-08-01,Palembang,-2.9761,104.7754,Industrial Parts,8,13112150,PT Jaya Nusantara Logistik,Air,540000,7,7,On Time,3
CS-2024-0505,2024-07-10,Jakarta,-6.2088,106.8456,Industrial Parts,32,35079164,CV Samudera Jaya,Air,660000,1,1,On Time,3
CS-2024-0506,2024-07-25,Jakarta,-6.2088,106.8456,Consumer Goods,104,35684252,CV Persada Cargo,Air,1020000,4,1,Late,55
CS-2024-0507,2024-05-07,Surabaya,-7.2575,112.7521,Industrial Parts,24,31131751,PT Samudera Logistik Nusantara,Truck,270000,3,3,On Time,0
CS-2024-0508,2024-08-25,Medan,3.5952,98.6722,Automotive,32,43141630,PT Samudera Logistik Nusantara,Sea,260000,4,4,On Time,2
CS-2024-0509,2024-10-31,Surabaya,-7.2575,112.7521,Automotive,22,12417439,CV Samudera Jaya,Truck,260000,3,3,On Time,0
CS-2024-0510,2024-03-24,Denpasar,-8.6705,115.2126,Medical Supplies,31,46727977,PT Samudera Logistik Nusantara,Truck,305000,4,4,On Time,0
CS-2024-0511,2024-10-19,Palembang,-2.9761,104.7754,Consumer Goods,35,15354619,PT Trans Khatulistiwa,Air,675000,5,5,On Time,1
CS-2024-0512,2024-09-19,Jakarta,-6.2088,106.8456,Industrial Parts,22,46281649,PT Samudera Logistik Nusantara,Truck,260000,8,1,Late,94
CS-2024-0513,2024-01-05,Jakarta,-6.2088,106.8456,Consumer Goods,115,17437635,CV Persada Cargo,Truck,725000,8,3,Late,61
CS-2024-0514,2024-06-27,Jayapura,-2.533,140.7181,Automotive,1,17411347,PT Khatulistiwa Trans Express,Truck,155000,12,12,On Time,19
CS-2024-0515,2024-07-22,Makassar,-5.1476,119.4327,Industrial Parts,116,993087,CV Persada Cargo,Sea,680000,10,6,Late,65
CS-2024-0516,2024-02-25,Morotai,2.3271,128.49,Automotive,23,4784032,CV Bahari Persada,Truck,265000,12,12,On Time,14
CS-2024-0517,2024-05-13,Surabaya,-7.2575,112.7521,Medical Supplies,11,13140631,PT Khatulistiwa Trans Express,Sea,155000,1,1,On Time,4
CS-2024-0518,2024-07-25,Banjarmasin,-3.3194,114.5908,Medical Supplies,27,46184745,PT Khatulistiwa Trans Express,Sea,235000,4,4,On Time,0
CS-2024-0519,2024-05-12,Makassar,-5.1476,119.4327,Automotive,46,27652172,PT Jaya Nusantara Logistik,Sea,330000,4,4,On Time,4
CS-2024-0520,2024-04-07,Surabaya,-7.2575,112.7521,Medical Supplies,49,49257936,PT Trans Khatulistiwa,Air,745000,3,3,On Time,2
CS-2024-0521,2024-12-09,Palembang,-2.9761,104.7754,Medical Supplies,26,34545323,CV Bahari Persada,Air,630000,8,5,Late,36
CS-2024-0522,2024-08-29,Palembang,-2.9761,104.7754,Consumer Goods,12,17857831,PT Trans Khatulistiwa,Sea,160000,5,5,On Time,0
CS-2024-0523,2024-12-01,Surabaya,-7.2575,112.7521,Industrial Parts,11,15415180,CV Bahari Persada,Air,555000,6,3,Late,41
CS-2024-0524,2024-06-18,Surabaya,-7.2575,112.7521,Medical Supplies,95,17985834,CV Persada Cargo,Truck,625000,7,2,Late,55
CS-2024-0525,2024-11-20,Morotai,2.3271,128.49,Industrial Parts,43,32190126,CV Bahari Persada,Air,715000,14,14,On Time,20
CS-2024-0526,2024-07-14,Jakarta,-6.2088,106.8456,Medical Supplies,26,28223158,PT Samudera Logistik Nusantara,Air,630000,1,1,On Time,0
CS-2024-0527,2024-07-28,Jakarta,-6.2088,106.8456,Automotive,31,10111610,CV Bahari Persada,Sea,255000,1,1,On Time,2
CS-2024-0528,2024-06-19,Surabaya,-7.2575,112.7521,Consumer Goods,26,21532862,PT Trans Khatulistiwa,Air,630000,1,1,On Time,0
CS-2024-0529,2024-03-27,Denpasar,-8.6705,115.2126,Consumer Goods,37,33354962,CV Samudera Jaya,Air,685000,5,5,On Time,5
CS-2024-0530,2024-08-07,Jakarta,-6.2088,106.8456,Automotive,29,29291410,PT Jaya Nusantara Logistik,Truck,295000,1,1,On Time,0
CS-2024-0531,2024-07-10,Denpasar,-8.6705,115.2126,Industrial Parts,40,22123357,CV Samudera Jaya,Sea,300000,5,5,Damaged/Returned,0
CS-2024-0532,2024-11-16,Banjarmasin,-3.3194,114.5908,Consumer Goods,40,15684434,PT Trans Khatulistiwa,Truck,350000,6,6,On Time,1
CS-2024-0533,2024-09-14,Jayapura,-2.533,140.7181,Medical Supplies,15,11708535,PT Samudera Logistik Nusantara,Air,575000,21,12,Late,100
CS-2024-0534,2024-09-23,Jakarta,-6.2088,106.8456,Medical Supplies,34,29602780,PT Trans Khatulistiwa,Air,670000,2,2,On Time,2
CS-2024-0535,2024-07-02,Palembang,-2.9761,104.7754,Consumer Goods,48,11565144,CV Samudera Jaya,Truck,390000,4,4,On Time,0
CS-2024-0536,2024-04-18,Bandung,-6.9175,107.6191,Industrial Parts,126,40073616,CV Persada Cargo,Air,1130000,3,1,Late,61
CS-2024-0537,2024-11-23,Jakarta,-6.2088,106.8456,Medical Supplies,86,36385353,CV Persada Cargo,Air,930000,5,3,Late,65
CS-2024-0538,2024-01-11,Surabaya,-7.2575,112.7521,Industrial Parts,18,46788322,PT Samudera Logistik Nusantara,Truck,240000,2,2,On Time,3
CS-2024-0539,2024-05-09,Jakarta,-6.2088,106.8456,Automotive,18,47601578,PT Khatulistiwa Trans Express,Air,590000,3,3,On Time,0
CS-2024-0540,2024-06-03,Medan,3.5952,98.6722,Automotive,29,44903558,PT Samudera Logistik Nusantara,Sea,245000,6,6,On Time,0
CS-2024-0541,2024-08-02,Surabaya,-7.2575,112.7521,Industrial Parts,20,34831873,PT Trans Khatulistiwa,Sea,200000,1,1,On Time,0
CS-2024-0542,2024-09-11,Bandung,-6.9175,107.6191,Consumer Goods,44,41369419,PT Khatulistiwa Trans Express,Truck,370000,3,3,On Time,0
CS-2024-0543,2024-12-26,Jakarta,-6.2088,106.8456,Automotive,27,20320683,PT Khatulistiwa Trans Express,Air,635000,6,3,Late,38
CS-2024-0544,2024-12-18,Bandung,-6.9175,107.6191,Automotive,19,22686433,PT Khatulistiwa Trans Express,Air,595000,5,1,Late,36
CS-2024-0545,2024-02-26,Medan,3.5952,98.6722,Automotive,45,10508917,PT Samudera Logistik Nusantara,Sea,325000,4,4,On Time,0
CS-2024-0546,2024-05-11,Denpasar,-8.6705,115.2126,Consumer Goods,13,31152056,CV Bahari Persada,Truck,215000,7,7,On Time,0
CS-2024-0547,2024-01-21,Jayapura,-2.533,140.7181,Medical Supplies,29,24673596,CV Samudera Jaya,Sea,245000,12,12,On Time,11
CS-2024-0548,2024-02-18,Jakarta,-6.2088,106.8456,Industrial Parts,21,1149098,CV Samudera Jaya,Air,605000,3,3,On Time,0
CS-2024-0549,2024-07-02,Jakarta,-6.2088,106.8456,Automotive,66,42228763,CV Bahari Persada,Sea,430000,1,1,On Time,0
CS-2024-0550,2024-04-03,Makassar,-5.1476,119.4327,Industrial Parts,29,27395723,PT Jaya Nusantara Logistik,Truck,295000,6,6,On Time,2
CS-2024-0551,2024-08-03,Medan,3.5952,98.6722,Consumer Goods,16,8087097,PT Khatulistiwa Trans Express,Sea,180000,4,4,On Time,0
CS-2024-0552,2024-02-23,Surabaya,-7.2575,112.7521,Automotive,30,40144581,PT Jaya Nusantara Logistik,Sea,250000,3,3,On Time,4
CS-2024-0553,2024-07-13,Jakarta,-6.2088,106.8456,Medical Supplies,27,41527569,PT Samudera Logistik Nusantara,Sea,235000,3,3,On Time,0
CS-2024-0554,2024-09-04,Jakarta,-6.2088,106.8456,Automotive,19,8079105,PT Jaya Nusantara Logistik,Truck,245000,1,1,On Time,5
CS-2024-0555,2024-06-09,Medan,3.5952,98.6722,Industrial Parts,44,47782769,CV Samudera Jaya,Sea,320000,5,5,On Time,5
CS-2024-0556,2024-06-22,Jakarta,-6.2088,106.8456,Industrial Parts,39,29547931,PT Trans Khatulistiwa,Sea,295000,1,1,On Time,5
CS-2024-0557,2024-12-12,Jakarta,-6.2088,106.8456,Automotive,34,10476031,CV Samudera Jaya,Sea,270000,5,3,Late,35
CS-2024-0558,2024-11-25,Makassar,-5.1476,119.4327,Consumer Goods,18,34428065,CV Samudera Jaya,Truck,240000,7,7,On Time,0
CS-2024-0559,2024-09-08,Jakarta,-6.2088,106.8456,Medical Supplies,57,16665976,CV Bahari Persada,Truck,435000,1,1,On Time,3
CS-2024-0560,2024-11-25,Denpasar,-8.6705,115.2126,Automotive,35,27563460,CV Samudera Jaya,Air,675000,4,4,On Time,4
CS-2024-0561,2024-08-17,Jayapura,-2.533,140.7181,Industrial Parts,21,33950825,PT Jaya Nusantara Logistik,Truck,255000,10,10,On Time,20
CS-2024-0562,2024-01-10,Banjarmasin,-3.3194,114.5908,Industrial Parts,46,27574377,PT Jaya Nusantara Logistik,Air,730000,4,4,On Time,4
CS-2024-0563,2024-11-12,Jakarta,-6.2088,106.8456,Medical Supplies,138,34613968,CV Persada Cargo,Air,1190000,7,3,Late,60
CS-2024-0564,2024-01-28,Banjarmasin,-3.3194,114.5908,Consumer Goods,44,30998293,CV Bahari Persada,Sea,320000,7,7,On Time,0
CS-2024-0565,2024-08-19,Bandung,-6.9175,107.6191,Industrial Parts,36,7038887,CV Samudera Jaya,Sea,280000,1,1,Damaged/Returned,0
CS-2024-0566,2024-11-20,Jayapura,-2.533,140.7181,Medical Supplies,93,37254892,CV Persada Cargo,Truck,615000,17,15,Late,72
CS-2024-0567,2024-09-09,Jakarta,-6.2088,106.8456,Consumer Goods,14,48607399,PT Trans Khatulistiwa,Sea,170000,2,2,On Time,4
CS-2024-0568,2024-04-10,Banjarmasin,-3.3194,114.5908,Consumer Goods,22,8603113,CV Samudera Jaya,Truck,260000,5,5,On Time,0
CS-2024-0569,2024-06-22,Makassar,-5.1476,119.4327,Industrial Parts,74,28314634,PT Samudera Logistik Nusantara,Sea,470000,4,4,On Time,2
CS-2024-0570,2024-08-22,Jayapura,-2.533,140.7181,Consumer Goods,28,33975823,PT Samudera Logistik Nusantara,Sea,240000,15,15,On Time,16
CS-2024-0571,2024-10-26,Jakarta,-6.2088,106.8456,Automotive,13,34613643,CV Samudera Jaya,Air,565000,3,3,On Time,0
CS-2024-0572,2024-02-23,Makassar,-5.1476,119.4327,Automotive,144,44625541,CV Persada Cargo,Sea,820000,11,6,Late,61
CS-2024-0573,2024-11-07,Jakarta,-6.2088,106.8456,Consumer Goods,46,18860708,PT Jaya Nusantara Logistik,Truck,380000,2,2,On Time,0
CS-2024-0574,2024-03-11,Jayapura,-2.533,140.7181,Automotive,28,40934731,PT Trans Khatulistiwa,Sea,240000,14,14,On Time,18
CS-2024-0575,2024-06-09,Jayapura,-2.533,140.7181,Consumer Goods,2,13981438,PT Khatulistiwa Trans Express,Sea,110000,15,15,On Time,15
CS-2024-0576,2024-12-10,Surabaya,-7.2575,112.7521,Consumer Goods,16,48173898,PT Trans Khatulistiwa,Air,580000,7,3,Late,45
CS-2024-0577,2024-06-14,Morotai,2.3271,128.49,Industrial Parts,6,24138278,CV Bahari Persada,Sea,130000,13,13,On Time,20
CS-2024-0578,2024-12-29,Jayapura,-2.533,140.7181,Automotive,60,45747714,PT Trans Khatulistiwa,Sea,400000,15,12,Late,50
CS-2024-0579,2024-09-24,Bandung,-6.9175,107.6191,Industrial Parts,5,2195984,PT Jaya Nusantara Logistik,Air,525000,1,1,On Time,0
CS-2024-0580,2024-05-16,Medan,3.5952,98.6722,Consumer Goods,21,19734443,PT Trans Khatulistiwa,Truck,255000,5,5,On Time,0
CS-2024-0581,2024-04-14,Denpasar,-8.6705,115.2126,Industrial Parts,37,24570770,CV Samudera Jaya,Truck,335000,4,4,On Time,5
CS-2024-0582,2024-10-14,Makassar,-5.1476,119.4327,Consumer Goods,145,43927450,CV Persada Cargo,Truck,875000,9,5,Late,65
CS-2024-0583,2024-01-25,Jayapura,-2.533,140.7181,Automotive,36,26508352,PT Jaya Nusantara Logistik,Sea,280000,12,12,On Time,10
CS-2024-0584,2024-01-07,Denpasar,-8.6705,115.2126,Medical Supplies,127,14128952,CV Persada Cargo,Truck,785000,8,5,Late,58
CS-2024-0585,2024-05-30,Jakarta,-6.2088,106.8456,Automotive,34,12406850,PT Trans Khatulistiwa,Air,670000,1,1,On Time,3
CS-2024-0586,2024-03-02,Bandung,-6.9175,107.6191,Automotive,25,3226917,PT Jaya Nusantara Logistik,Truck,275000,3,3,On Time,0
CS-2024-0587,2024-10-26,Jakarta,-6.2088,106.8456,Medical Supplies,27,878838,CV Bahari Persada,Truck,285000,3,3,On Time,0
CS-2024-0588,2024-03-19,Bandung,-6.9175,107.6191,Medical Supplies,45,40555961,PT Samudera Logistik Nusantara,Sea,325000,3,3,On Time,0
CS-2024-0589,2024-09-08,Surabaya,-7.2575,112.7521,Medical Supplies,12,5390947,CV Samudera Jaya,Sea,160000,2,2,On Time,0
CS-2024-0590,2024-09-23,Surabaya,-7.2575,112.7521,Industrial Parts,34,34399395,PT Khatulistiwa Trans Express,Truck,320000,3,3,On Time,0
CS-2024-0591,2024-06-27,Palembang,-2.9761,104.7754,Consumer Goods,42,14817931,PT Trans Khatulistiwa,Truck,360000,6,6,On Time,0
CS-2024-0592,2024-11-12,Surabaya,-7.2575,112.7521,Automotive,11,38170532,CV Samudera Jaya,Sea,155000,1,1,On Time,0
CS-2024-0593,2024-08-16,Jayapura,-2.533,140.7181,Consumer Goods,85,43601631,CV Persada Cargo,Sea,525000,15,11,Late,76
CS-2024-0594,2024-02-28,Jakarta,-6.2088,106.8456,Automotive,83,17719500,CV Persada Cargo,Sea,515000,6,2,Late,63
CS-2024-0595,2024-09-17,Jakarta,-6.2088,106.8456,Automotive,1,33168911,PT Samudera Logistik Nusantara,Truck,155000,11,3,Late,90
CS-2024-0596,2024-09-20,Banjarmasin,-3.3194,114.5908,Industrial Parts,33,6939527,PT Khatulistiwa Trans Express,Sea,265000,4,4,On Time,0
CS-2024-0597,2024-12-09,Surabaya,-7.2575,112.7521,Consumer Goods,39,46496763,PT Jaya Nusantara Logistik,Air,695000,5,1,Late,41
CS-2024-0598,2024-11-27,Makassar,-5.1476,119.4327,Industrial Parts,9,46539602,PT Khatulistiwa Trans Express,Air,545000,7,7,On Time,0
CS-2024-0599,2024-02-14,Jakarta,-6.2088,106.8456,Industrial Parts,42,4141868,PT Khatulistiwa Trans Express,Truck,360000,3,3,On Time,0
CS-2024-0600,2024-05-12,Bandung,-6.9175,107.6191,Automotive,48,26540427,PT Jaya Nusantara Logistik,Sea,340000,2,2,On Time,0
CS-2024-0601,2024-07-18,Banjarmasin,-3.3194,114.5908,Industrial Parts,35,36392127,PT Samudera Logistik Nusantara,Sea,275000,4,4,On Time,4
CS-2024-0602,2024-01-24,Denpasar,-8.6705,115.2126,Industrial Parts,118,24504849,CV Persada Cargo,Air,1090000,8,6,Late,59
CS-2024-0603,2024-08-12,Jakarta,-6.2088,106.8456,Automotive,25,27015601,CV Samudera Jaya,Sea,225000,1,1,On Time,3
CS-2024-0604,2024-04-22,Jakarta,-6.2088,106.8456,Consumer Goods,21,26739066,CV Samudera Jaya,Sea,205000,2,2,On Time,0
CS-2024-0605,2024-06-01,Bandung,-6.9175,107.6191,Medical Supplies,95,1248277,CV Persada Cargo,Sea,575000,3,1,Late,55
CS-2024-0606,2024-10-20,Palembang,-2.9761,104.7754,Automotive,106,36547663,CV Persada Cargo,Air,1030000,10,6,Late,58
CS-2024-0607,2024-07-30,Surabaya,-7.2575,112.7521,Consumer Goods,21,11301464,PT Khatulistiwa Trans Express,Air,605000,3,3,On Time,0
CS-2024-0608,2024-02-28,Jakarta,-6.2088,106.8456,Consumer Goods,30,45528565,CV Samudera Jaya,Sea,250000,1,1,On Time,3
CS-2024-0609,2024-08-24,Morotai,2.3271,128.49,Industrial Parts,32,20005370,CV Bahari Persada,Sea,260000,10,10,On Time,13
CS-2024-0610,2024-10-24,Denpasar,-8.6705,115.2126,Automotive,36,22703030,CV Bahari Persada,Air,680000,5,5,On Time,4
CS-2024-0611,2024-02-05,Bandung,-6.9175,107.6191,Consumer Goods,1,21826253,PT Jaya Nusantara Logistik,Truck,155000,2,2,On Time,0
CS-2024-0612,2024-12-21,Makassar,-5.1476,119.4327,Consumer Goods,134,38453552,CV Persada Cargo,Truck,820000,11,6,Late,60
CS-2024-0613,2024-05-06,Jakarta,-6.2088,106.8456,Consumer Goods,15,48294874,PT Trans Khatulistiwa,Sea,175000,2,2,On Time,0
CS-2024-0614,2024-03-09,Makassar,-5.1476,119.4327,Medical Supplies,39,32709165,PT Jaya Nusantara Logistik,Truck,345000,6,6,On Time,2
CS-2024-0615,2024-10-09,Palembang,-2.9761,104.7754,Industrial Parts,34,12295735,PT Trans Khatulistiwa,Sea,270000,4,4,On Time,0
CS-2024-0616,2024-10-02,Surabaya,-7.2575,112.7521,Consumer Goods,20,18165378,PT Trans Khatulistiwa,Sea,200000,1,1,On Time,0
CS-2024-0617,2024-09-16,Denpasar,-8.6705,115.2126,Industrial Parts,84,39550009,CV Persada Cargo,Truck,570000,9,5,Late,63
CS-2024-0618,2024-10-03,Banjarmasin,-3.3194,114.5908,Automotive,16,44383032,CV Samudera Jaya,Air,580000,6,6,On Time,4
CS-2024-0619,2024-05-28,Palembang,-2.9761,104.7754,Consumer Goods,130,31685565,CV Persada Cargo,Sea,750000,8,4,Late,63
CS-2024-0620,2024-01-06,Medan,3.5952,98.6722,Consumer Goods,60,41707256,PT Trans Khatulistiwa,Air,800000,5,5,On Time,0
CS-2024-0621,2024-10-16,Denpasar,-8.6705,115.2126,Consumer Goods,23,49886742,PT Trans Khatulistiwa,Truck,265000,6,6,On Time,2
CS-2024-0622,2024-04-28,Palembang,-2.9761,104.7754,Industrial Parts,31,18240705,CV Bahari Persada,Air,655000,4,4,On Time,3
CS-2024-0623,2024-07-03,Makassar,-5.1476,119.4327,Automotive,13,32019303,PT Jaya Nusantara Logistik,Air,565000,4,4,On Time,0
CS-2024-0624,2024-02-22,Makassar,-5.1476,119.4327,Medical Supplies,128,18170842,CV Persada Cargo,Sea,740000,10,5,Late,60
CS-2024-0625,2024-10-27,Surabaya,-7.2575,112.7521,Industrial Parts,18,35172660,CV Bahari Persada,Truck,240000,1,1,On Time,0
CS-2024-0626,2024-06-25,Makassar,-5.1476,119.4327,Automotive,136,32853860,CV Persada Cargo,Air,1180000,8,5,Late,58
CS-2024-0627,2024-02-09,Morotai,2.3271,128.49,Medical Supplies,45,14694672,CV Bahari Persada,Air,725000,11,11,On Time,19
CS-2024-0628,2024-03-01,Banjarmasin,-3.3194,114.5908,Consumer Goods,26,28324253,CV Samudera Jaya,Truck,280000,4,4,On Time,2
CS-2024-0629,2024-09-02,Medan,3.5952,98.6722,Consumer Goods,38,40147306,PT Khatulistiwa Trans Express,Sea,290000,7,7,Damaged/Returned,0
CS-2024-0630,2024-03-06,Surabaya,-7.2575,112.7521,Consumer Goods,35,9541177,PT Trans Khatulistiwa,Sea,275000,1,1,On Time,0
CS-2024-0631,2024-01-29,Surabaya,-7.2575,112.7521,Consumer Goods,45,17831511,PT Khatulistiwa Trans Express,Sea,325000,2,2,On Time,4
CS-2024-0632,2024-11-22,Jayapura,-2.533,140.7181,Industrial Parts,38,48788001,PT Trans Khatulistiwa,Sea,290000,12,12,On Time,13
CS-2024-0633,2024-08-17,Banjarmasin,-3.3194,114.5908,Automotive,49,32824219,PT Khatulistiwa Trans Express,Air,745000,7,7,On Time,4
CS-2024-0634,2024-04-03,Jakarta,-6.2088,106.8456,Medical Supplies,26,11755612,PT Trans Khatulistiwa,Sea,230000,2,2,On Time,4
CS-2024-0635,2024-10-29,Bandung,-6.9175,107.6191,Industrial Parts,10,15922542,PT Jaya Nusantara Logistik,Truck,200000,1,1,On Time,0
CS-2024-0636,2024-09-24,Makassar,-5.1476,119.4327,Automotive,140,10536881,CV Persada Cargo,Air,1200000,7,5,Late,63
CS-2024-0637,2024-09-14,Surabaya,-7.2575,112.7521,Industrial Parts,6,6753872,PT Jaya Nusantara Logistik,Sea,130000,1,1,On Time,3
CS-2024-0638,2024-01-01,Surabaya,-7.2575,112.7521,Automotive,25,35533795,PT Jaya Nusantara Logistik,Truck,275000,1,1,On Time,1
CS-2024-0639,2024-04-27,Jakarta,-6.2088,106.8456,Automotive,32,26084348,CV Bahari Persada,Sea,260000,3,3,On Time,4
CS-2024-0640,2024-02-20,Makassar,-5.1476,119.4327,Automotive,19,9484743,CV Bahari Persada,Truck,245000,5,5,On Time,0
CS-2024-0641,2024-05-25,Medan,3.5952,98.6722,Automotive,1,17800999,PT Khatulistiwa Trans Express,Air,505000,4,4,On Time,0
CS-2024-0642,2024-09-23,Denpasar,-8.6705,115.2126,Industrial Parts,19,25667829,PT Trans Khatulistiwa,Air,595000,6,6,On Time,0
CS-2024-0643,2024-03-20,Bandung,-6.9175,107.6191,Automotive,148,44226520,CV Persada Cargo,Truck,890000,7,2,Late,64
CS-2024-0644,2024-07-06,Surabaya,-7.2575,112.7521,Medical Supplies,29,46174675,PT Jaya Nusantara Logistik,Air,645000,2,2,On Time,3
CS-2024-0645,2024-09-04,Surabaya,-7.2575,112.7521,Consumer Goods,112,25344571,CV Persada Cargo,Sea,660000,6,2,Late,64
CS-2024-0646,2024-06-25,Bandung,-6.9175,107.6191,Automotive,2,49877523,PT Khatulistiwa Trans Express,Sea,110000,1,1,On Time,2
CS-2024-0647,2024-12-24,Medan,3.5952,98.6722,Consumer Goods,40,7229584,PT Khatulistiwa Trans Express,Sea,300000,10,7,Late,43
CS-2024-0648,2024-11-10,Jayapura,-2.533,140.7181,Industrial Parts,38,11286945,PT Jaya Nusantara Logistik,Sea,290000,10,10,On Time,12
CS-2024-0649,2024-08-29,Palembang,-2.9761,104.7754,Automotive,26,6415021,PT Samudera Logistik Nusantara,Truck,280000,5,5,On Time,4
CS-2024-0650,2024-01-20,Palembang,-2.9761,104.7754,Automotive,87,27386821,CV Persada Cargo,Sea,535000,9,6,Late,65
CS-2024-0651,2024-09-10,Jakarta,-6.2088,106.8456,Automotive,27,1218762,PT Khatulistiwa Trans Express,Sea,235000,3,3,On Time,0
CS-2024-0652,2024-11-02,Jakarta,-6.2088,106.8456,Consumer Goods,38,41784701,PT Khatulistiwa Trans Express,Sea,290000,1,1,On Time,5
CS-2024-0653,2024-01-01,Bandung,-6.9175,107.6191,Consumer Goods,16,6327922,CV Bahari Persada,Truck,230000,2,2,On Time,1
CS-2024-0654,2024-10-27,Surabaya,-7.2575,112.7521,Consumer Goods,15,35245124,PT Samudera Logistik Nusantara,Sea,175000,9,3,Late,86
CS-2024-0655,2024-10-08,Banjarmasin,-3.3194,114.5908,Medical Supplies,1,49230343,CV Samudera Jaya,Sea,105000,6,6,On Time,0
CS-2024-0656,2024-04-25,Medan,3.5952,98.6722,Consumer Goods,35,31018360,PT Jaya Nusantara Logistik,Sea,275000,4,4,On Time,1
CS-2024-0657,2024-09-16,Jayapura,-2.533,140.7181,Industrial Parts,20,37989072,PT Samudera Logistik Nusantara,Sea,200000,22,12,Late,100
CS-2024-0658,2024-09-19,Jakarta,-6.2088,106.8456,Medical Supplies,6,36598085,CV Samudera Jaya,Sea,130000,2,2,On Time,1
CS-2024-0659,2024-10-15,Jakarta,-6.2088,106.8456,Automotive,15,16825791,CV Samudera Jaya,Truck,225000,2,2,On Time,4
CS-2024-0660,2024-01-15,Bandung,-6.9175,107.6191,Automotive,38,8302633,CV Bahari Persada,Air,690000,2,2,On Time,0
CS-2024-0661,2024-12-12,Makassar,-5.1476,119.4327,Consumer Goods,32,21688328,PT Jaya Nusantara Logistik,Truck,310000,8,4,Late,39
CS-2024-0662,2024-05-07,Surabaya,-7.2575,112.7521,Medical Supplies,15,6741757,PT Jaya Nusantara Logistik,Sea,175000,3,3,On Time,0
CS-2024-0663,2024-10-10,Palembang,-2.9761,104.7754,Consumer Goods,50,32481095,CV Bahari Persada,Truck,400000,5,5,On Time,0
CS-2024-0664,2024-04-03,Medan,3.5952,98.6722,Consumer Goods,28,33987278,PT Trans Khatulistiwa,Air,640000,5,5,On Time,0
